1
Deck is attached!
stateEstimateZ.x,stateEstimateZ.y,stateEstimateZ.z,ctrltargetZ.x,ctrltargetZ.y,ctrltargetZ.z,stabilizer.thrust,debug.error,
111,-2,13,0.0,0.0,0.0,0.0,0.0,
110,-1,13,0.0,0.0,0.0,0.0,0.0,
110,-1,13,0.0,0.0,0.0,0.0,0.0,
110,-1,15,0.0,0.0,0.0,0.0,0.0,
110,-1,15,0.0,0.0,0.0,0.0,0.0,
110,-1,15,0.0,0.0,0.0,0.0,0.0,
110,-1,15,0.0,0.0,0.0,0.0,0.0,
110,-1,15,0.0,0.0,0.0,0.0,0.0,
110,-1,15,0.0,0.0,0.0,0.0,0.0,
110,-1,15,0.0,0.0,0.0,0.0,0.0,
110,-1,15,0.0,0.0,0.0,0.0,0.0,
110,-1,15,0.0,0.0,0.0,0.0,0.0,
110,-1,15,0.0,0.0,0.0,0.0,0.0,
110,-1,15,0.0,0.0,0.0,0.0,0.0,
110,-1,15,0.0,0.0,0.0,0.0,0.0,
110,-1,15,0.0,0.0,0.0,0.0,0.0,
110,-1,15,0.0,0.0,0.0,0.0,0.0,
110,-1,15,0.0,0.0,0.0,0.0,0.0,
110,-1,15,0.0,0.0,0.0,0.0,0.0,
110,-1,15,0.0,0.0,0.0,0.0,0.0,
110,-1,14,0.0,0.0,0.0,0.0,0.0,
110,-1,14,0.0,0.0,0.0,0.0,0.0,
110,-1,14,0.0,0.0,0.0,0.0,0.0,
110,-1,14,0.0,0.0,0.0,0.0,0.0,
110,-1,14,0.0,0.0,0.0,0.0,0.0,
110,-1,14,0.0,0.0,0.0,0.0,0.0,
110,-1,14,0.0,0.0,0.0,0.0,0.0,
110,-1,14,0.0,0.0,0.0,0.0,0.0,
110,-1,14,0.0,0.0,0.0,0.0,0.0,
110,-1,14,0.0,0.0,0.0,0.0,0.0,
110,-1,14,0.0,0.0,0.0,0.0,0.0,
110,-1,14,0.0,0.0,0.0,0.0,0.0,
110,-1,14,0.0,0.0,0.0,0.0,0.0,
110,-1,14,0.0,0.0,0.0,0.0,0.0,
110,-1,14,0.0,0.0,0.0,0.0,0.0,
